ORB,team_abbreviation_home,wl_home,percent_3pt,DRtg,STL,NRtg,game_yearEnd,team_abbreviation_away,TRB,percent_2pt,game_date,DRB,TS.
-0.099844699247979,SAS,1,0.5910674325467573,-1.992473848580668,0.659422199580556,1.3614991538668588,2015,DAL,0.5718453831242063,-0.1588294372373626,2014-10-28 0:00,0.8093763191497945,0.0595037513875627
1.5572995234587066,LAL,0,-0.7692246136240235,0.4989406575211642,-0.5262761045742457,-1.507238279846276,2015,HOU,0.6831096902663639,-1.946222970868804,2014-10-28 0:00,-0.3957595169874312,-1.9631009157245627
1.8189538744123943,NOP,1,0.768496829873381,-0.4570672343551201,-0.6448459349897265,0.1888765532249934,2015,ORL,1.3506955331192978,-1.011903623743279,2014-10-28 0:00,0.2422535727322744,-0.8073268202319196
0.94677270456677,TOR,1,-0.2960795540863606,-0.3411874898852657,0.1851428779186349,0.6914290963572214,2015,ATL,-0.2626369204419641,-0.4025649190961959,2014-10-29 0:00,-1.1046629500093277,-0.0368107565701574
-0.361499050201667,MIA,1,-1.301512805603891,-0.6308868510598975,0.8965618604115156,-0.5858919507705247,2015,WAS,-1.0971192240081344,-0.4025649190961959,2014-10-29 0:00,-1.1046629500093277,-0.6628550582953392
0.7723364705976457,POR,1,0.295351770335718,-1.499984934583793,-1.3562649174826071,0.9427053679233356,2015,OKC,1.8513849152590032,-0.7275455615746401,2014-10-29 0:00,1.8018411253804485,-0.4702260423798987
0.94677270456677,BOS,1,-1.774657865141554,-1.2682254456440885,0.7779920299960359,0.0422987281447602,2015,BKN,0.2380524616977373,-0.8494133025040568,2014-10-29 0:00,-0.4666498602896218,-1.4815283759359614
2.516698810288895,UTA,0,-0.8283677460662281,-1.152345701174234,0.659422199580556,0.0422987281447602,2015,HOU,2.073913529543314,-0.9306584631236678,2014-10-29 0:00,0.5967052892432225,-1.0962703441050805
0.1618096517057074,CHA,1,-2.306946057121425,-1.5579248068187204,-1.5934045783135675,-0.7115300865535817,2015,MIL,1.1281669188349863,-2.393071354276665,2014-10-29 0:00,1.2347183789629332,-2.6854597254074646
0.6851183536130819,PHX,1,-0.9466540109506438,-0.7757365316472135,1.1337015212424773,-0.1880378541241776,2015,LAL,-0.2626369204419641,-0.483810079715807,2014-10-29 0:00,-0.9628822634049462,-0.8073268202319196
0.7723364705976457,SAC,0,-0.9466540109506438,0.0933615518766821,-1.000555426236167,-0.8162285330394626,2015,GSW,0.5718453831242063,-1.011903623743279,2014-10-29 0:00,0.1004728861278981,-0.566540550337619
0.94677270456677,NYK,0,-0.5917952162974,0.3251210408163867,-0.2891364437432862,-2.114489269464385,2015,CHI,-0.5407976882973542,-2.230581033037443,2014-10-29 0:00,-1.4591146665202757,-2.203887185618864
0.6851183536130819,MEM,1,-1.0649402758350597,-1.9345339763457408,1.6079808429043962,0.7333084749515737,2015,MIN,0.5162132295531274,-0.9712810434334734,2014-10-29 0:00,0.0295825428257075,-1.0962703441050805
0.5979002366285198,IND,1,-0.2960795540863606,-1.644834615171109,-1.474834747898088,0.0632384174419364,2015,PHI,1.573224147403613,-1.621242328390362,2014-10-29 0:00,1.5182797521716909,-1.4815283759359614
1.9933901083815189,DEN,1,-1.8929441300259693,-0.1963378092979497,0.3037127083341147,-0.7743491544451103,2015,DET,0.627477536695285,-1.3368842662217233,2014-10-29 0:00,-0.8211015768005699,-1.722314645830262
-0.2742809332171048,LAC,1,1.123355624526628,-0.9785260844694564,0.4222825387495945,1.4452579110555634,2015,OKC,0.015523847413426,0.4098866870999148,2014-10-30 0:00,0.2422535727322744,0.5410762911761587
1.5572995234587066,MIN,1,-1.4789422029305146,0.9624596354005776,0.8965618604115156,-1.946971755086976,2015,DET,-0.9858549168659768,-1.946222970868804,2014-10-30 0:00,-2.5224698160531203,-1.7704718998091222
0.1618096517057074,ORL,0,-0.5917952162974,-0.3411874898852657,0.659422199580556,-1.2769016975773382,2015,WAS,-0.2626369204419641,-0.9306584631236678,2014-10-30 0:00,-0.5375402035918074,-1.4333711219571013
1.3828632894895825,CLE,0,0.5910674325467573,-0.7467665955297519,0.0665730475031552,1.0055244358148638,2015,NYK,0.7943739974085176,-0.1994520175471682,2014-10-30 0:00,-0.1121981437786737,0.155818259345283
0.4234640026593955,DAL,1,-0.2960795540863606,-0.7177966594122862,0.659422199580556,0.6495497177628691,2015,UTA,-0.4851655347262753,0.0036608840018594,2014-10-30 0:00,-0.9628822634049462,-0.1812825185067378
0.6851183536130819,MIL,1,0.3544949027779259,-1.9345339763457408,2.6751093166437183,0.1051177960362887,2015,PHI,-0.3739012275841177,-0.9306584631236678,2014-10-31 0:00,-1.1046629500093277,-0.8554840742107797
1.5572995234587066,LAL,0,-0.7692246136240235,0.4989406575211642,-0.5262761045742457,-1.507238279846276,2015,LAC,0.6831096902663639,-1.946222970868804,2014-10-31 0:00,-0.3957595169874312,-1.9631009157245627
1.8189538744123943,CHI,0,-0.2369364216441527,-1.3261653178790156,-1.3562649174826071,0.6704894070600452,2015,CLE,2.185177836685468,-1.4181294268413345,2014-10-31 0:00,1.305608722265119,-0.8554840742107797
0.5979002366285198,IND,0,-0.2960795540863606,-1.644834615171109,-1.474834747898088,0.0632384174419364,2015,MEM,1.573224147403613,-1.621242328390362,2014-10-31 0:00,1.5182797521716909,-1.4815283759359614
0.6851183536130819,PHX,1,-0.9466540109506438,-0.7757365316472135,1.1337015212424773,-0.1880378541241776,2015,SAS,-0.2626369204419641,-0.483810079715807,2014-10-31 0:00,-0.9628822634049462,-0.8073268202319196
