0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,team_abbreviation_home,team_abbreviation_away,game_date,game_yearEnd,wl_home
0.6770793699053919,0.6926735292668101,0.40977030275384446,0.8888254993018839,-0.07073124668617237,0.5888118422206859,0.9953366223900592,1.1868597931924347,0.3147026341462784,-0.21518176854148646,1.3177640759254239,1.3919404140984764,-0.21518176854148646,-2.120361495154088,1.359047119944663,-1.1113090229822455,-0.017785882778116626,SAS,DAL,2014-10-28 0:00,2015,1
-1.6481537293749766,-0.7684030542576051,-0.9495552449079526,-0.4011487003946129,1.6649697957058793,0.7054384697440446,-1.0465345655039655,-0.322140514682806,-0.47215416490977735,-1.5285578596830394,-1.4513754033724107,-1.3516257853081153,-1.5285578596830394,0.37105944096051063,-1.5059663234322973,-1.8681786543934298,-2.053503135261686,LAL,HOU,2014-10-28 0:00,2015,0
-0.0979983298547309,0.883248735813473,-0.601010232686979,0.28177881709176555,1.939027855030941,1.4051982348841836,0.05717959011442647,-0.47304054547033086,0.019631334500258148,-0.2924391856674595,0.16891096373207376,0.24933610563258163,-0.2924391856674595,-0.5849509182462537,0.18794673433072306,-1.6673765072843398,-0.8902361338425034,NOP,ORL,2014-10-28 0:00,2015,1
-0.23892154799293505,-0.26020250346650414,0.653751811308526,-1.1599570531572567,1.025500990614071,-0.28588786420449086,-0.991348857723045,0.13055957767976592,-0.570511264791784,0.4286300408416285,0.6530856579651306,0.5388251050903516,0.4286300408416285,-0.4690708747060381,0.6898468995938402,-0.601580495705326,-0.1147247995630485,TOR,ATL,2014-10-29 0:00,2015,1
-0.16845993892383299,-1.3401286738975902,-0.9495552449079526,-1.1599570531572567,-0.34478930601123403,-1.1605875706296678,-1.1569059810658042,-0.17124048389528249,1.7900591323763848,-1.3997954978064164,-0.5509803579565505,-0.638868779067394,-1.3997954978064164,-0.758770983556573,-0.5858160204499159,-1.2194332560409862,-0.7448277586651056,MIA,WAS,2014-10-29 0:00,2015,1
-0.5912295933384454,0.375048185022372,1.141714828417889,1.9511571931695844,0.8427956177306977,1.930018058739293,-0.4394917799138491,-1.8311408225580468,-0.0787257653817486,-0.2924391856674595,0.8994201515223,0.9686724073155251,-0.2924391856674595,-1.6278713101081776,0.9407969822253988,-0.3853320295878447,-0.5509499250952419,POR,OKC,2014-10-29 0:00,2015,1
-1.0844608568221599,-1.848329224688691,-0.49644672902068687,-0.47702953567087836,1.025500990614071,0.2389319596506144,0.7745937912663816,2.5449600702801503,-0.0787257653817486,-1.1937757188038205,0.03512585085188696,-0.08620796192074252,-1.1937757188038205,-1.3961112230277506,0.04155918612898058,-0.9413995138899387,-1.5688085513370265,BOS,BKN,2014-10-29 0:00,2015,1
-0.8026144205457516,-0.8319281231064892,-1.6466452693498999,0.6611829934730875,2.6698493465644377,2.163271313786006,-1.0465345655039655,1.3377598239799582,2.478558831550434,-1.0907658293025242,0.04786729017380951,0.15722596944147305,-1.0907658293025242,-1.280231179487535,0.04155918612898058,-1.0340774279402878,-1.181052884197299,UTA,HOU,2014-10-29 0:00,2015,0
-2.7050778654115075,-2.42005484432868,-0.705573736353271,1.3441105109594713,0.20332681263888766,1.1719449798374706,-1.3224631044085633,-0.17124048389528249,-1.6524393634938637,-2.378389448068754,-0.6720240315148147,-0.7529099000659094,-2.378389448068754,-1.6858113318782855,-0.7112910617656951,-1.7755007403430805,-2.780545011148675,CHA,MIL,2014-10-29 0:00,2015,1
-0.4503063752002413,-0.9589782608042644,-0.2873197216881027,-1.0081953826047259,0.7514429312890093,-0.28588786420449086,-1.7087630588750002,-1.2275406994079512,1.101559433202336,-1.0392608845518743,-0.18997291050207812,-0.08182176495926116,-1.0392608845518743,-0.9036210379818405,-0.18847838961661478,-0.7714900047976327,-0.8902361338425034,PHX,LAL,2014-10-29 0:00,2015,1
