FG.,percent_3pt,percent_FT,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,StrengthOfSchedule,DRtg,NRtg,Pace,FTr,team_abbreviation_home,team_abbreviation_away,game_date,game_yearEnd,wl_home
0.459,0.355,0.752,34.1,11.0,45.8,24.7,7.9,5.0,15.4,20.6,107.7,-0.04,117.6,-5.8,103.9,0.259,ATL,CHA,2019-02-09 0:00,2019,0
0.449,0.359,0.726,35.3,10.6,42.8,23.0,6.8,5.1,14.7,20.8,112.6,0.28,110.0,-9.2,99.6,0.284,NYK,TOR,2019-02-09 0:00,2019,0
0.45,0.353,0.695,32.9,9.0,42.8,20.1,7.2,5.0,15.0,18.9,113.8,-0.82,105.2,8.6,103.3,0.247,MIL,ORL,2019-02-09 0:00,2019,0
0.478,0.366,0.736,35.4,9.5,44.0,24.4,7.3,5.7,12.2,20.8,113.1,0.1,107.1,-8.4,99.0,0.237,CHI,WAS,2019-02-09 0:00,2019,0
0.468,0.342,0.699,34.2,9.0,45.5,25.1,8.6,5.2,15.0,22.5,106.1,-0.54,108.8,4.4,99.6,0.295,BOS,LAC,2019-02-09 0:00,2019,0
0.47,0.356,0.772,35.2,10.2,45.6,24.7,7.2,4.9,15.1,18.9,108.9,-0.44,108.1,2.6,101.6,0.257,PHI,LAL,2019-02-10 0:00,2019,1
0.464,0.351,0.797,34.9,10.0,44.4,24.6,6.5,5.5,12.9,19.0,111.4,0.42,112.5,-1.3,99.0,0.244,DAL,POR,2019-02-10 0:00,2019,1
0.475,0.374,0.819,32.9,9.5,42.7,24.7,7.9,5.2,13.9,19.8,109.9,-0.04,106.5,-5.8,103.9,0.242,ATL,ORL,2019-02-10 0:00,2019,0
0.491,0.352,0.745,34.9,11.1,44.0,26.3,8.0,4.9,14.0,22.5,108.1,0.31,113.9,-1.1,103.1,0.227,SAC,PHX,2019-02-10 0:00,2019,1
0.45,0.34,0.742,35.9,10.4,44.7,24.6,7.5,4.3,14.3,20.9,104.5,-0.04,113.7,6.4,100.9,0.272,GSW,MIA,2019-02-10 0:00,2019,1
0.456,0.34,0.802,34.8,10.2,47.3,23.5,6.7,5.6,13.0,20.2,109.4,0.22,110.7,-9.9,96.6,0.267,CLE,NYK,2019-02-11 0:00,2019,1
0.474,0.348,0.752,35.9,12.1,44.7,24.5,7.3,4.1,13.9,21.6,110.3,0.1,107.0,-8.4,99.0,0.247,CHI,MIL,2019-02-11 0:00,2019,0
0.471,0.352,0.713,35.1,11.1,44.0,22.9,8.3,4.8,14.6,22.5,108.1,0.48,113.9,-1.5,100.2,0.312,MIN,LAC,2019-02-11 0:00,2019,1
0.464,0.385,0.791,32.9,9.6,43.9,24.8,8.2,6.3,12.9,21.1,115.9,-0.6,109.5,6.0,100.2,0.244,TOR,BKN,2019-02-11 0:00,2019,1
0.47,0.351,0.759,36.1,8.7,47.1,24.4,8.7,5.0,15.1,20.3,104.8,0.19,113.2,4.8,97.9,0.257,HOU,DAL,2019-02-11 0:00,2019,1
0.448,0.341,0.755,35.2,9.4,46.0,25.6,7.1,4.5,12.3,20.2,111.1,-0.31,113.9,-0.2,97.4,0.257,DET,WAS,2019-02-11 0:00,2019,1
0.451,0.353,0.782,33.8,9.0,44.9,21.3,9.0,5.8,16.3,18.9,113.8,0.15,105.2,3.3,102.8,0.255,OKC,POR,2019-02-11 0:00,2019,1
0.44,0.355,0.802,35.9,11.0,42.8,25.8,7.9,5.0,14.1,20.6,107.7,0.24,117.6,4.1,97.7,0.262,DEN,MIA,2019-02-11 0:00,2019,1
0.449,0.344,0.745,34.1,10.7,44.0,21.5,8.8,4.0,14.7,20.4,111.4,-0.57,112.6,3.4,98.1,0.284,IND,CHA,2019-02-11 0:00,2019,1
0.468,0.351,0.752,34.3,10.0,45.2,23.3,7.5,4.6,13.7,19.0,111.4,-0.04,112.5,6.4,100.9,0.266,GSW,UTA,2019-02-12 0:00,2019,1
0.459,0.349,0.779,32.9,11.4,45.5,23.4,7.2,4.5,15.4,21.2,107.3,0.23,107.6,-1.2,103.3,0.259,NOP,ORL,2019-02-12 0:00,2019,0
0.473,0.356,0.699,34.2,9.9,45.6,27.9,8.5,5.2,14.3,20.9,110.9,0.51,105.7,-2.7,96.6,0.254,MEM,SAS,2019-02-12 0:00,2019,0
0.453,0.359,0.726,35.4,10.6,44.5,26.1,7.9,5.2,14.1,20.8,112.6,-0.04,110.0,-5.8,103.9,0.235,ATL,LAL,2019-02-12 0:00,2019,1
0.476,0.348,0.804,34.2,12.1,43.8,26.3,7.2,5.0,13.4,21.6,110.3,-0.44,107.0,2.6,101.6,0.255,PHI,BOS,2019-02-12 0:00,2019,0
0.467,0.34,0.695,32.9,10.4,46.3,26.4,8.6,4.3,13.8,20.9,104.5,-0.54,113.7,4.4,99.6,0.258,BOS,DET,2019-02-13 0:00,2019,1
0.491,0.351,0.742,35.9,12.1,42.7,21.9,8.8,4.6,14.0,20.5,113.0,-0.57,108.9,3.4,98.1,0.227,IND,MIL,2019-02-13 0:00,2019,0
0.448,0.366,0.736,34.1,9.5,44.7,23.4,6.7,4.3,12.3,20.8,113.1,0.24,107.1,4.2,99.1,0.257,POR,GSW,2019-02-13 0:00,2019,1
0.453,0.351,0.792,31.8,11.2,47.3,23.5,8.3,5.0,14.1,20.1,111.4,0.48,112.9,-1.5,100.2,0.235,MIN,HOU,2019-02-13 0:00,2019,1
0.45,0.349,0.779,32.9,11.4,46.1,23.5,7.3,5.5,14.3,21.2,107.3,0.1,107.6,-8.4,99.0,0.272,CHI,MEM,2019-02-13 0:00,2019,1
0.449,0.348,0.819,34.9,11.6,44.5,24.7,7.9,5.0,13.5,22.5,109.0,0.24,109.2,4.1,97.7,0.279,DEN,SAC,2019-02-13 0:00,2019,1
0.454,0.351,0.755,34.1,8.7,45.5,21.5,6.7,4.9,13.4,20.3,104.8,0.22,113.2,-9.9,96.6,0.216,CLE,BKN,2019-02-13 0:00,2019,0
0.473,0.342,0.771,35.6,9.0,44.0,24.6,6.5,4.5,14.3,22.5,106.1,0.42,108.8,-1.3,99.0,0.254,DAL,MIA,2019-02-13 0:00,2019,0
0.471,0.351,0.752,36.1,10.0,44.9,25.6,6.8,5.0,14.2,19.0,111.4,0.28,112.5,-9.2,99.6,0.326,NYK,PHI,2019-02-13 0:00,2019,0
0.45,0.353,0.797,36.1,10.7,43.9,22.5,8.2,5.3,15.0,21.0,109.6,-0.6,109.7,6.0,100.2,0.247,TOR,WAS,2019-02-13 0:00,2019,1
0.467,0.344,0.768,34.2,10.7,44.7,25.1,6.7,5.3,13.8,20.4,111.4,0.23,112.6,0.9,101.7,0.258,LAC,PHX,2019-02-13 0:00,2019,1
0.433,0.388,0.713,34.2,9.5,47.1,26.2,7.9,4.5,14.0,22.8,112.4,-0.04,111.5,-5.8,103.9,0.27,ATL,NYK,2019-02-14 0:00,2019,0
0.456,0.356,0.802,35.3,10.3,45.6,27.9,7.2,5.0,13.0,22.3,115.5,0.23,110.7,-1.2,103.3,0.267,NOP,OKC,2019-02-14 0:00,2019,1
0.476,0.355,0.783,35.2,11.0,46.0,26.4,6.7,5.5,13.4,20.6,107.7,-0.43,117.6,0.8,98.1,0.255,ORL,CHA,2019-02-14 0:00,2019,1
0.47,0.366,0.747,33.2,9.5,44.0,25.9,6.4,5.8,15.1,20.8,113.1,-0.33,107.1,-0.1,100.8,0.257,BKN,POR,2019-02-21 0:00,2019,0
0.451,0.351,0.792,35.6,12.1,45.2,25.8,7.5,4.6,16.3,20.5,113.0,-0.04,108.9,6.4,100.9,0.255,GSW,SAC,2019-02-21 0:00,2019,1
0.45,0.34,0.792,34.2,10.4,47.3,23.4,7.3,5.5,15.0,20.9,104.5,0.39,113.7,-1.7,103.2,0.247,LAL,HOU,2019-02-21 0:00,2019,1
0.471,0.352,0.779,34.1,11.1,46.7,24.7,6.7,5.2,14.6,22.5,108.1,0.22,113.9,-9.9,96.6,0.312,CLE,PHX,2019-02-21 0:00,2019,1
0.451,0.378,0.745,33.8,10.7,43.8,26.1,7.2,5.2,16.3,20.7,110.4,-0.44,111.5,2.6,101.6,0.255,PHI,MIA,2019-02-21 0:00,2019,1
0.447,0.349,0.695,34.1,11.4,44.0,26.3,7.2,4.8,14.3,21.2,107.3,-0.82,107.6,8.6,103.3,0.291,MIL,BOS,2019-02-21 0:00,2019,1
0.45,0.356,0.819,34.8,9.9,41.3,24.8,8.2,4.5,14.3,20.9,110.9,-0.6,105.7,6.0,100.2,0.272,TOR,SAS,2019-02-22 0:00,2019,1
0.44,0.333,0.736,34.9,9.8,46.3,25.6,8.5,4.1,14.1,20.0,107.8,0.51,109.5,-2.7,96.6,0.262,MEM,LAC,2019-02-22 0:00,2019,0
0.478,0.342,0.699,34.9,9.0,44.5,22.9,6.7,5.0,12.2,22.5,106.1,-0.43,108.8,0.8,98.1,0.237,ORL,CHI,2019-02-22 0:00,2019,0
0.491,0.351,0.726,32.3,10.0,42.8,21.5,7.2,4.5,14.0,19.0,111.4,-0.22,112.5,-1.1,98.7,0.227,CHA,WAS,2019-02-22 0:00,2019,1
0.456,0.392,0.752,32.9,9.3,45.8,27.9,8.8,5.3,13.0,18.3,112.9,-0.57,111.2,3.4,98.1,0.267,IND,NOP,2019-02-22 0:00,2019,1
0.468,0.353,0.801,35.2,10.7,44.4,26.2,7.9,4.3,13.7,21.0,109.6,-0.04,109.7,-5.8,103.9,0.266,ATL,DET,2019-02-22 0:00,2019,0
0.444,0.34,0.772,35.3,10.2,44.0,23.5,6.8,4.5,13.9,20.2,109.4,0.28,110.7,-9.2,99.6,0.236,NYK,MIN,2019-02-22 0:00,2019,0
0.468,0.365,0.787,34.2,9.8,45.5,25.6,6.5,5.2,15.0,20.3,112.2,0.42,107.8,-1.3,99.0,0.295,DAL,DEN,2019-02-22 0:00,2019,0
0.449,0.374,0.804,32.9,9.5,47.1,26.1,9.0,4.8,13.5,19.8,109.9,0.15,106.5,3.3,102.8,0.279,OKC,UTA,2019-02-22 0:00,2019,1
0.449,0.348,0.771,33.2,12.1,45.2,24.8,7.9,5.0,14.7,21.6,110.3,-0.04,107.0,-5.8,103.9,0.284,ATL,PHX,2019-02-23 0:00,2019,1
0.471,0.356,0.726,35.6,10.3,46.0,22.5,7.5,5.8,14.2,22.3,115.5,-0.04,110.7,6.4,100.9,0.326,GSW,HOU,2019-02-23 0:00,2019,0
0.466,0.34,0.699,36.1,10.4,44.9,25.8,7.3,5.0,13.7,20.9,104.5,0.1,113.7,-8.4,99.0,0.232,CHI,BOS,2019-02-23 0:00,2019,1
0.473,0.351,0.797,35.1,12.1,43.9,21.5,8.1,5.7,14.3,20.5,113.0,-0.4,108.9,-2.8,101.4,0.254,WAS,IND,2019-02-23 0:00,2019,0
0.471,0.356,0.752,33.8,10.2,43.8,25.1,7.2,4.6,14.6,18.9,108.9,-0.82,108.1,8.6,103.3,0.312,MIL,MIN,2019-02-23 0:00,2019,1
0.475,0.365,0.747,34.1,9.8,45.5,23.4,6.7,5.1,13.9,20.3,112.2,0.22,107.8,-9.9,96.6,0.242,CLE,MEM,2019-02-23 0:00,2019,1
0.453,0.353,0.745,35.9,10.7,42.8,20.1,7.2,4.3,14.1,21.0,109.6,0.23,109.7,-1.2,103.3,0.235,NOP,LAL,2019-02-23 0:00,2019,1
0.471,0.352,0.768,34.8,11.1,44.4,24.6,7.2,4.1,14.2,22.5,108.1,-0.22,113.9,-1.1,98.7,0.326,CHA,BKN,2019-02-23 0:00,2019,0
0.447,0.329,0.779,35.4,9.0,44.7,22.9,7.8,5.5,14.3,23.2,105.9,-0.22,115.1,-0.3,98.2,0.291,MIA,DET,2019-02-23 0:00,2019,0
0.459,0.333,0.761,34.7,9.8,46.7,25.9,8.0,5.5,15.4,20.0,107.8,0.03,109.5,5.2,100.3,0.259,UTA,DAL,2019-02-23 0:00,2019,1
0.45,0.378,0.783,34.3,10.7,43.9,24.7,7.2,4.5,15.0,20.7,110.4,-0.44,111.5,2.6,101.6,0.247,PHI,POR,2019-02-23 0:00,2019,0
0.449,0.366,0.773,34.2,9.5,44.9,25.6,9.0,4.8,13.5,20.8,113.1,0.15,107.1,3.3,102.8,0.279,OKC,SAC,2019-02-23 0:00,2019,0
0.451,0.349,0.814,32.3,11.4,44.0,24.8,6.8,5.3,16.3,21.2,107.3,0.28,107.6,-9.2,99.6,0.255,NYK,SAS,2019-02-24 0:00,2019,1
0.468,0.34,0.801,34.2,10.2,44.0,25.1,7.9,4.3,13.7,20.2,109.4,0.24,110.7,4.1,97.7,0.266,DEN,LAC,2019-02-24 0:00,2019,1
0.454,0.356,0.797,35.3,9.9,45.8,21.3,8.2,5.0,13.5,20.9,110.9,-0.6,105.7,6.0,100.2,0.266,TOR,ORL,2019-02-24 0:00,2019,0
0.474,0.355,0.783,35.9,11.0,45.5,23.5,8.3,5.3,13.9,20.6,107.7,0.48,117.6,-1.5,100.2,0.247,MIN,SAC,2019-02-25 0:00,2019,1
0.465,0.329,0.772,34.7,9.0,41.3,23.5,7.8,5.0,12.8,23.2,105.9,-0.22,115.1,-0.3,98.2,0.215,MIA,PHX,2019-02-25 0:00,2019,0
0.466,0.392,0.791,34.8,9.3,45.6,26.2,7.1,5.0,13.7,18.3,112.9,-0.31,111.2,-0.2,97.4,0.232,DET,IND,2019-02-25 0:00,2019,1
0.475,0.351,0.782,32.9,12.1,42.8,22.5,7.3,5.7,13.9,20.5,113.0,0.1,108.9,-8.4,99.0,0.242,CHI,MIL,2019-02-25 0:00,2019,0
0.454,0.359,0.761,30.8,10.6,47.9,23.0,8.5,5.0,13.4,20.8,112.6,0.51,110.0,-2.7,96.6,0.216,MEM,LAL,2019-02-25 0:00,2019,1
0.468,0.374,0.792,35.1,9.5,48.0,25.1,7.2,4.3,15.0,19.8,109.9,-0.22,106.5,-1.1,98.7,0.295,CHA,GSW,2019-02-25 0:00,2019,0
0.471,0.351,0.695,33.2,10.0,45.5,24.4,6.4,5.0,14.2,19.0,111.4,-0.33,112.5,-0.1,100.8,0.326,BKN,SAS,2019-02-25 0:00,2019,1
0.45,0.341,0.814,35.2,9.4,44.0,24.6,7.2,4.9,15.0,20.2,111.1,0.23,113.9,-1.2,103.3,0.247,NOP,PHI,2019-02-25 0:00,2019,0
0.473,0.348,0.759,35.6,12.1,42.8,23.4,6.7,4.6,14.3,21.6,110.3,0.23,107.0,0.9,101.7,0.254,LAC,DAL,2019-02-25 0:00,2019,1
0.471,0.365,0.787,35.4,9.8,42.8,24.6,8.7,5.2,14.6,20.3,112.2,0.19,107.8,4.8,97.9,0.312,HOU,ATL,2019-02-25 0:00,2019,1
0.478,0.351,0.773,36.1,8.7,42.7,23.4,6.7,4.3,12.2,20.3,104.8,0.22,113.2,-9.9,96.6,0.237,CLE,POR,2019-02-25 0:00,2019,0
0.468,0.348,0.699,32.9,11.6,46.1,26.3,8.2,5.6,13.7,22.5,109.0,-0.6,109.2,6.0,100.2,0.266,TOR,BOS,2019-02-26 0:00,2019,1
0.44,0.388,0.752,30.8,9.5,45.6,21.9,7.9,5.5,14.1,22.8,112.4,0.24,111.5,4.1,97.7,0.262,DEN,OKC,2019-02-26 0:00,2019,1
0.449,0.355,0.695,35.9,11.0,44.4,24.5,6.8,5.1,13.5,20.6,107.7,0.28,117.6,-9.2,99.6,0.279,NYK,ORL,2019-02-26 0:00,2019,1
0.466,0.329,0.771,35.3,9.0,47.1,25.9,7.9,4.8,13.7,23.2,105.9,-0.04,115.1,-5.8,103.9,0.232,ATL,MIN,2019-02-27 0:00,2019,1
0.465,0.353,0.752,36.1,10.7,48.0,21.3,8.0,5.0,12.8,21.0,109.6,0.31,109.7,-1.1,103.1,0.215,SAC,MIL,2019-02-27 0:00,2019,0
0.447,0.349,0.742,34.3,11.4,44.7,20.1,7.8,5.0,14.3,21.2,107.3,-0.22,107.6,-0.3,98.2,0.291,MIA,GSW,2019-02-27 0:00,2019,1
0.468,0.392,0.772,34.1,9.3,44.4,24.8,8.0,5.0,13.7,18.3,112.9,0.03,111.2,5.2,100.3,0.266,UTA,LAC,2019-02-27 0:00,2019,1
0.473,0.356,0.747,31.8,9.9,47.9,22.5,7.3,4.5,14.3,20.9,110.9,0.39,105.7,-1.7,103.2,0.254,LAL,NOP,2019-02-27 0:00,2019,1
0.478,0.333,0.819,34.2,9.8,44.9,23.0,8.5,5.0,12.2,20.0,107.8,0.51,109.5,-2.7,96.6,0.237,MEM,CHI,2019-02-27 0:00,2019,0
0.454,0.378,0.801,34.7,10.7,44.0,23.5,7.2,4.3,13.5,20.7,110.4,-0.22,111.5,-1.1,98.7,0.266,CHA,HOU,2019-02-27 0:00,2019,0
0.468,0.374,0.787,34.1,9.5,47.1,25.6,6.2,6.3,15.0,19.8,109.9,0.12,106.5,1.7,98.3,0.295,SAS,DET,2019-02-27 0:00,2019,1
0.449,0.385,0.768,34.2,9.6,46.7,23.4,6.4,4.9,13.5,21.1,115.9,-0.33,109.5,-0.1,100.8,0.279,BKN,WAS,2019-02-27 0:00,2019,0
0.476,0.342,0.792,34.9,9.0,44.0,24.6,6.5,5.3,13.4,22.5,106.1,0.42,108.8,-1.3,99.0,0.255,DAL,IND,2019-02-27 0:00,2019,1
0.471,0.351,0.736,32.9,11.2,45.6,24.6,8.6,5.7,14.2,20.1,111.4,-0.54,112.9,4.4,99.6,0.326,BOS,POR,2019-02-27 0:00,2019,0
0.433,0.366,0.791,30.8,9.5,42.8,25.1,8.8,5.1,14.0,20.8,113.1,-0.57,107.1,3.4,98.1,0.27,IND,MIN,2019-02-28 0:00,2019,1
0.464,0.359,0.745,34.8,10.6,45.8,21.3,9.0,5.0,12.9,20.8,112.6,0.15,110.0,3.3,102.8,0.244,OKC,PHI,2019-02-28 0:00,2019,0
0.44,0.378,0.792,35.6,10.7,45.2,25.1,8.7,5.2,14.1,20.7,110.4,0.19,111.5,4.8,97.9,0.262,HOU,MIA,2019-02-28 0:00,2019,1
0.454,0.333,0.755,35.9,9.8,45.5,20.1,6.8,5.5,13.4,20.0,107.8,0.28,109.5,-9.2,99.6,0.216,NYK,CLE,2019-02-28 0:00,2019,0
0.45,0.351,0.761,36.1,10.0,44.4,21.5,7.9,4.3,15.0,19.0,111.4,0.24,112.5,4.1,97.7,0.247,DEN,UTA,2019-02-28 0:00,2019,0
0.468,0.352,0.771,35.1,11.1,41.3,24.7,6.7,4.3,13.7,22.5,108.1,-0.43,113.9,0.8,98.1,0.266,ORL,GSW,2019-02-28 0:00,2019,1
0.478,0.348,0.752,33.2,11.6,44.0,25.9,8.6,4.5,12.2,22.5,109.0,-0.54,109.2,4.4,99.6,0.237,BOS,WAS,2019-03-01 0:00,2019,1
0.474,0.353,0.783,34.3,10.7,46.0,24.6,6.4,5.6,13.9,21.0,109.6,-0.33,109.7,-0.1,100.8,0.247,BKN,CHA,2019-03-01 0:00,2019,0
0.444,0.341,0.792,35.9,9.4,42.7,21.9,7.9,5.0,13.9,20.2,111.1,-0.04,113.9,-5.8,103.9,0.236,ATL,CHI,2019-03-01 0:00,2019,0
0.447,0.329,0.742,33.8,9.0,45.5,25.6,8.8,4.9,14.3,23.2,105.9,0.73,115.1,-9.2,100.5,0.291,PHX,NOP,2019-03-01 0:00,2019,0
0.459,0.344,0.779,33.2,10.7,44.4,24.5,7.3,6.3,15.4,20.4,111.4,0.39,112.6,-1.7,103.2,0.259,LAL,MIL,2019-03-01 0:00,2019,0
0.465,0.351,0.695,35.2,8.7,47.3,23.0,8.0,5.0,12.8,20.3,104.8,0.31,113.2,-1.1,103.1,0.215,SAC,LAC,2019-03-01 0:00,2019,0
0.454,0.353,0.791,36.1,9.0,45.6,24.6,8.2,5.3,13.5,18.9,113.8,-0.6,105.2,6.0,100.2,0.266,TOR,POR,2019-03-01 0:00,2019,1
0.467,0.359,0.752,33.2,11.8,46.7,23.4,7.8,5.0,13.8,20.4,114.7,-0.22,110.5,-0.3,98.2,0.258,MIA,BKN,2019-03-02 0:00,2019,1
0.476,0.385,0.768,35.1,9.6,43.8,26.2,6.5,5.1,13.4,21.1,115.9,0.42,109.5,-1.3,99.0,0.255,DAL,MEM,2019-03-02 0:00,2019,0
0.456,0.351,0.713,34.1,10.0,42.8,26.4,8.0,5.7,13.0,19.0,111.4,0.03,112.5,5.2,100.3,0.267,UTA,MIL,2019-03-02 0:00,2019,1
0.464,0.351,0.804,32.9,8.7,44.4,20.1,6.7,5.2,12.9,20.3,104.8,0.22,113.2,-9.9,96.6,0.244,CLE,DET,2019-03-02 0:00,2019,0
0.448,0.342,0.802,34.2,9.0,45.6,25.1,8.8,5.3,12.3,22.5,106.1,0.73,108.8,-9.2,100.5,0.257,PHX,LAL,2019-03-02 0:00,2019,1
0.451,0.356,0.755,34.8,10.3,47.1,26.1,6.2,5.2,16.3,22.3,115.5,0.12,110.7,1.7,98.3,0.255,SAS,OKC,2019-03-02 0:00,2019,1
0.471,0.356,0.752,31.8,10.2,42.7,25.1,7.9,6.3,14.2,18.9,108.9,0.24,108.1,4.1,97.7,0.326,DEN,NOP,2019-03-02 0:00,2019,0
0.471,0.344,0.782,30.8,10.7,44.0,24.7,7.2,5.6,14.6,20.4,111.4,-0.44,112.6,2.6,101.6,0.312,PHI,GSW,2019-03-02 0:00,2019,0
0.453,0.388,0.736,34.9,9.5,41.3,24.5,8.8,5.5,14.1,22.8,112.4,-0.57,111.5,3.4,98.1,0.235,IND,ORL,2019-03-02 0:00,2019,0
0.45,0.349,0.792,34.1,11.4,46.3,25.9,7.2,5.8,14.3,21.2,107.3,-0.22,107.6,-1.1,98.7,0.272,CHA,POR,2019-03-03 0:00,2019,0
0.454,0.359,0.695,36.2,11.8,44.7,25.8,8.1,5.0,13.4,20.4,114.7,-0.4,110.5,-2.8,101.4,0.216,WAS,MIN,2019-03-03 0:00,2019,1
0.444,0.34,0.761,35.9,10.4,44.5,23.0,9.0,4.5,13.9,20.9,104.5,0.15,113.7,3.3,102.8,0.236,OKC,MEM,2019-03-03 0:00,2019,1
0.433,0.351,0.771,34.1,11.2,47.3,27.9,8.6,5.2,14.0,20.1,111.4,-0.54,112.9,4.4,99.6,0.27,BOS,HOU,2019-03-03 0:00,2019,0
0.478,0.353,0.819,34.1,9.0,43.8,26.1,7.3,5.2,12.2,18.9,113.8,0.1,105.2,-8.4,99.0,0.237,CHI,ATL,2019-03-03 0:00,2019,0
0.454,0.333,0.768,33.8,9.8,46.1,24.7,7.1,5.7,13.5,20.0,107.8,-0.31,109.5,-0.2,97.4,0.266,DET,TOR,2019-03-03 0:00,2019,1
0.467,0.352,0.747,32.3,11.1,46.0,25.1,6.7,5.5,13.8,22.5,108.1,0.23,113.9,0.9,101.7,0.258,LAC,NYK,2019-03-03 0:00,2019,1
0.459,0.349,0.791,35.9,11.4,44.4,24.7,6.7,5.0,15.4,21.2,107.3,0.22,107.6,-9.9,96.6,0.259,CLE,ORL,2019-03-03 0:00,2019,1
0.468,0.359,0.755,34.9,10.6,47.1,21.3,8.8,5.3,13.7,20.8,112.6,0.73,110.0,-9.2,100.5,0.266,PHX,MIL,2019-03-04 0:00,2019,1
0.448,0.352,0.802,34.9,11.1,45.6,24.4,6.4,4.3,12.3,22.5,108.1,-0.33,113.9,-0.1,100.8,0.257,BKN,DAL,2019-03-04 0:00,2019,1
0.464,0.34,0.742,35.6,10.2,46.7,25.1,7.8,5.0,12.9,20.2,109.4,-0.22,110.7,-0.3,98.2,0.244,MIA,ATL,2019-03-04 0:00,2019,1
0.491,0.342,0.768,36.2,9.0,45.2,23.5,6.2,4.3,14.0,22.5,106.1,0.12,108.8,1.7,98.3,0.227,SAS,DEN,2019-03-04 0:00,2019,1
0.451,0.348,0.761,34.2,11.6,41.3,23.4,8.0,5.0,16.3,22.5,109.0,0.03,109.2,5.2,100.3,0.255,UTA,NOP,2019-03-04 0:00,2019,0
0.474,0.392,0.819,33.2,9.3,45.8,21.9,7.3,5.6,13.9,18.3,112.9,0.39,111.2,-1.7,103.2,0.247,LAL,LAC,2019-03-04 0:00,2019,0
0.444,0.385,0.713,35.1,9.6,42.7,23.5,8.0,5.0,13.9,21.1,115.9,0.31,109.5,-1.1,103.1,0.236,SAC,NYK,2019-03-04 0:00,2019,1
0.476,0.351,0.736,32.9,11.2,47.3,24.5,8.8,5.8,13.4,20.1,111.4,-0.57,112.9,3.4,98.1,0.255,IND,CHI,2019-03-05 0:00,2019,1
0.433,0.341,0.791,35.6,9.4,44.5,22.5,7.5,4.1,14.0,20.2,111.1,-0.04,113.9,6.4,100.9,0.27,GSW,BOS,2019-03-05 0:00,2019,0
0.449,0.355,0.773,36.1,11.0,45.6,25.8,8.5,4.8,13.5,20.6,107.7,0.51,117.6,-2.7,96.6,0.279,MEM,POR,2019-03-05 0:00,2019,1
0.47,0.356,0.792,32.9,9.9,41.3,22.9,8.3,5.0,15.1,20.9,110.9,0.48,105.7,-1.5,100.2,0.257,MIN,OKC,2019-03-05 0:00,2019,1
0.454,0.356,0.759,35.4,10.3,45.6,24.8,8.2,5.7,13.4,22.3,115.5,-0.6,110.7,6.0,100.2,0.216,TOR,HOU,2019-03-05 0:00,2019,0
0.464,0.353,0.726,33.8,10.7,45.2,21.5,7.2,5.2,12.9,21.0,109.6,-0.44,109.7,2.6,101.6,0.244,PHI,ORL,2019-03-05 0:00,2019,1
0.453,0.388,0.747,34.2,9.5,46.3,25.1,8.0,5.5,14.1,22.8,112.4,0.31,111.5,-1.1,103.1,0.235,SAC,BOS,2019-03-06 0:00,2019,0
0.468,0.351,0.782,35.9,12.1,46.0,26.3,7.3,5.1,13.7,20.5,113.0,0.39,108.9,-1.7,103.2,0.266,LAL,DEN,2019-03-06 0:00,2019,0
0.45,0.344,0.695,35.9,10.7,42.7,24.7,7.2,5.2,14.3,20.4,111.4,-0.22,112.6,-1.1,98.7,0.272,CHA,MIA,2019-03-06 0:00,2019,0
0.467,0.359,0.768,33.2,10.6,47.9,20.1,7.9,4.9,13.8,20.8,112.6,-0.04,110.0,-5.8,103.9,0.258,ATL,SAS,2019-03-06 0:00,2019,0
0.451,0.374,0.819,31.8,9.5,44.4,26.1,7.1,5.2,16.3,19.8,109.9,-0.31,106.5,-0.2,97.4,0.255,DET,MIN,2019-03-06 0:00,2019,1
0.491,0.351,0.804,32.9,8.7,44.7,24.6,6.4,5.0,14.0,20.3,104.8,-0.33,113.2,-0.1,100.8,0.227,BKN,CLE,2019-03-06 0:00,2019,1
0.448,0.388,0.792,36.1,9.5,43.9,24.7,8.1,5.3,12.3,22.8,112.4,-0.4,111.5,-2.8,101.4,0.257,WAS,DAL,2019-03-06 0:00,2019,1
0.465,0.34,0.742,32.3,10.2,45.8,24.4,8.8,5.8,12.8,20.2,109.4,0.73,110.7,-9.2,100.5,0.215,PHX,NYK,2019-03-06 0:00,2019,1
0.475,0.329,0.779,34.8,9.0,46.1,26.2,7.2,5.0,13.9,23.2,105.9,0.23,115.1,-1.2,103.3,0.242,NOP,UTA,2019-03-06 0:00,2019,0
0.433,0.349,0.802,34.9,11.4,47.1,25.8,7.3,5.1,14.0,21.2,107.3,0.1,107.6,-8.4,99.0,0.27,CHI,PHI,2019-03-06 0:00,2019,1
0.476,0.356,0.713,35.3,10.3,41.3,22.5,7.2,5.0,13.4,22.3,115.5,-0.82,110.7,8.6,103.3,0.255,MIL,IND,2019-03-07 0:00,2019,1
0.473,0.352,0.814,34.9,11.1,45.2,20.1,6.7,4.6,14.3,22.5,108.1,0.24,113.9,4.2,99.1,0.254,POR,OKC,2019-03-07 0:00,2019,0
0.474,0.341,0.773,36.1,9.4,44.7,24.4,7.5,5.0,13.9,20.2,111.1,-0.04,113.9,6.4,100.9,0.247,GSW,DEN,2019-03-08 0:00,2019,1
