FG.,percent_3pt,percent_FT,DRB,ORB,TRB,AST,BLK,TOV,PTS,MarginOfVictory,SimpleRatngSystem,ORtg,DRtg,NRtg,X3PAr,TS.,team_abbreviation_home,team_abbreviation_away,game_date,game_yearEnd,wl_home
0.449,0.349,0.719,33.3,12.0,44.5,19.4,4.0,15.4,110.8,5.77,5.84,110.8,112.0,5.7,0.462,0.583,HOU,TOR,2016-11-23 0:00,2017,0
0.452,0.363,0.745,36.8,11.2,45.4,21.3,5.1,12.8,112.3,3.94,4.0,112.3,107.8,4.3,0.327,0.563,UTA,DEN,2016-11-23 0:00,2017,1
0.475,0.391,0.745,34.5,10.6,46.3,19.4,4.4,14.7,111.1,-6.73,-6.74,111.1,103.5,-6.6,0.371,0.551,BKN,BOS,2016-11-23 0:00,2017,0
0.447,0.338,0.788,34.1,8.7,43.2,21.6,5.7,11.9,104.1,-0.22,-0.64,104.1,110.7,-0.2,0.272,0.558,IND,ATL,2016-11-23 0:00,2017,0
0.451,0.351,0.728,35.4,9.1,45.2,22.4,4.9,14.1,108.8,3.18,2.87,108.8,108.6,3.3,0.399,0.58,CLE,POR,2016-11-23 0:00,2017,1
0.474,0.37,0.768,33.2,9.3,42.5,23.6,5.6,15.0,109.1,-5.7,-5.83,109.1,109.3,-5.7,0.349,0.539,PHI,MEM,2016-11-23 0:00,2017,0
0.495,0.372,0.788,33.7,10.2,47.0,25.7,6.7,14.2,109.6,-3.88,-3.29,109.6,105.3,-4.0,0.291,0.556,SAC,OKC,2016-11-23 0:00,2017,1
0.44,0.35,0.801,34.2,8.6,44.1,24.8,4.0,14.8,105.2,-6.57,-6.61,105.2,107.4,-6.8,0.3,0.524,ORL,PHX,2016-11-23 0:00,2017,0
0.45,0.332,0.75,32.7,11.8,44.5,26.0,5.6,14.2,106.6,-5.63,-5.14,106.6,112.2,-5.6,0.255,0.538,PHX,MIN,2016-11-25 0:00,2017,0
0.45,0.327,0.754,36.2,12.4,47.4,21.9,4.0,13.8,108.3,-1.12,-1.29,108.3,107.5,-1.1,0.263,0.521,DET,LAC,2016-11-25 0:00,2017,1
0.464,0.363,0.796,33.2,11.2,45.4,23.9,5.1,14.1,112.3,-0.18,-0.45,112.3,107.8,-0.2,0.29,0.565,MIL,TOR,2016-11-25 0:00,2017,0
0.444,0.375,0.798,33.9,10.3,44.6,23.3,5.0,14.4,110.3,2.63,2.25,110.3,110.8,2.8,0.393,0.567,BOS,SAS,2016-11-25 0:00,2017,0
0.442,0.355,0.771,35.1,8.5,41.6,22.8,5.2,13.4,105.6,0.51,0.7,105.6,108.8,0.5,0.329,0.568,DEN,OKC,2016-11-25 0:00,2017,0
0.462,0.34,0.766,34.1,12.7,48.3,21.1,4.3,14.2,107.4,-0.22,-0.64,107.4,107.0,-0.2,0.272,0.558,IND,BKN,2016-11-25 0:00,2017,1
0.444,0.368,0.788,34.2,11.9,47.0,24.0,4.6,13.7,113.2,-6.57,-6.61,113.2,112.7,-6.8,0.3,0.524,ORL,WAS,2016-11-25 0:00,2017,0
0.435,0.349,0.784,34.3,12.0,44.5,25.7,4.5,15.4,110.8,0.49,0.96,110.8,112.0,0.6,0.316,0.535,MEM,MIA,2016-11-25 0:00,2017,0
0.466,0.359,0.747,33.2,9.3,43.2,23.9,5.4,15.3,111.2,-5.7,-5.83,111.2,108.4,-5.7,0.349,0.539,PHI,CHI,2016-11-25 0:00,2017,0
0.455,0.372,0.706,34.3,10.2,47.0,19.4,6.0,15.2,109.6,-0.52,-0.23,109.6,105.3,-0.5,0.322,0.559,POR,NOP,2016-11-25 0:00,2017,1
0.475,0.383,0.784,36.8,9.4,44.3,23.6,4.2,12.4,115.6,3.94,4.0,115.6,104.0,4.3,0.327,0.563,UTA,ATL,2016-11-25 0:00,2017,1
0.449,0.351,0.719,34.3,9.1,45.2,25.1,4.0,14.7,108.8,-3.67,-3.87,108.8,108.6,-3.8,0.279,0.534,NYK,CHA,2016-11-25 0:00,2017,1
0.467,0.384,0.799,33.7,9.6,45.0,23.0,4.7,13.4,113.6,-3.88,-3.29,113.6,110.3,-4.0,0.291,0.556,SAC,HOU,2016-11-25 0:00,2017,0
0.462,0.354,0.766,35.4,11.6,45.8,26.0,4.3,15.0,107.7,3.18,2.87,107.7,107.1,3.3,0.399,0.58,CLE,DAL,2016-11-25 0:00,2017,1
0.44,0.338,0.747,32.6,8.7,43.2,22.5,5.0,12.8,104.1,-6.88,-6.29,104.1,110.7,-7.0,0.295,0.537,LAL,GSW,2016-11-25 0:00,2017,0
0.474,0.341,0.768,33.2,10.4,45.1,21.9,5.6,13.3,104.9,1.8,1.36,104.9,105.7,1.9,0.284,0.564,WAS,SAS,2016-11-26 0:00,2017,0
0.451,0.368,0.728,36.1,11.9,47.0,23.9,4.9,14.2,113.2,0.2,-0.07,113.2,112.7,0.2,0.335,0.547,CHA,NYK,2016-11-26 0:00,2017,1
0.442,0.34,0.815,34.9,9.9,43.2,22.8,4.9,14.0,103.2,11.63,11.35,103.2,108.9,11.6,0.359,0.597,GSW,MIN,2016-11-26 0:00,2017,1
0.447,0.363,0.788,34.9,11.2,45.4,22.4,5.7,15.3,112.3,0.76,1.14,112.3,107.8,0.8,0.295,0.54,OKC,DET,2016-11-26 0:00,2017,1
0.44,0.34,0.801,34.5,12.7,48.3,23.9,4.0,14.1,107.4,1.06,0.77,107.4,107.0,1.1,0.314,0.541,MIA,MEM,2016-11-26 0:00,2017,0
0.475,0.391,0.745,34.3,10.6,46.3,19.4,4.4,14.2,111.1,-0.52,-0.23,111.1,103.5,-0.5,0.322,0.559,POR,HOU,2016-11-27 0:00,2017,0
0.444,0.35,0.788,33.1,8.6,44.1,25.5,4.6,13.0,105.2,-2.93,-2.53,105.2,107.4,-3.2,0.366,0.541,DAL,NOP,2016-11-27 0:00,2017,1
0.45,0.359,0.776,34.2,9.3,43.2,21.6,4.8,16.0,111.2,-6.57,-6.61,111.2,108.4,-6.8,0.3,0.524,ORL,MIL,2016-11-27 0:00,2017,0
0.475,0.348,0.784,32.7,12.4,46.7,22.1,4.2,15.3,107.7,-5.63,-5.14,107.7,111.5,-5.6,0.255,0.538,PHX,DEN,2016-11-27 0:00,2017,0
0.435,0.372,0.784,33.2,10.2,47.0,21.3,4.5,14.0,109.6,-5.7,-5.83,109.6,105.3,-5.7,0.349,0.539,PHI,CLE,2016-11-27 0:00,2017,0
0.464,0.351,0.796,34.1,9.1,45.2,23.4,5.1,15.0,108.8,-0.22,-0.64,108.8,108.6,-0.2,0.272,0.558,IND,LAC,2016-11-27 0:00,2017,1
0.444,0.383,0.798,32.6,9.4,44.3,22.5,5.0,13.7,115.6,-6.88,-6.29,115.6,104.0,-7.0,0.295,0.537,LAL,ATL,2016-11-27 0:00,2017,1
0.45,0.354,0.75,34.5,11.6,45.8,24.0,5.6,14.8,107.7,-6.73,-6.74,107.7,107.1,-6.6,0.371,0.551,BKN,SAC,2016-11-27 0:00,2017,0
0.466,0.355,0.747,34.9,8.5,41.6,25.5,5.4,14.2,105.6,11.63,11.35,105.6,108.8,11.6,0.359,0.597,GSW,ATL,2016-11-28 0:00,2017,1
0.452,0.34,0.745,34.3,9.9,43.2,22.4,5.1,14.0,103.2,0.49,0.96,103.2,108.9,0.6,0.316,0.535,MEM,CHA,2016-11-28 0:00,2017,0
0.461,0.363,0.775,33.2,11.2,45.4,23.0,4.1,12.8,112.3,1.8,1.36,112.3,107.8,1.9,0.284,0.564,WAS,SAC,2016-11-28 0:00,2017,1
0.467,0.37,0.799,34.3,9.3,42.5,21.2,4.7,16.8,109.1,-3.67,-3.87,109.1,109.3,-3.8,0.279,0.534,NYK,OKC,2016-11-28 0:00,2017,0
0.454,0.375,0.807,34.5,10.3,44.6,19.4,4.3,16.3,110.3,1.06,0.77,110.3,110.8,1.1,0.314,0.541,MIA,BOS,2016-11-28 0:00,2017,0
0.45,0.33,0.754,32.5,11.6,47.8,23.6,4.0,14.4,106.0,-1.11,-0.64,106.0,107.1,-1.2,0.249,0.555,MIN,UTA,2016-11-28 0:00,2017,0
0.44,0.327,0.801,34.3,12.4,47.4,23.9,4.0,13.8,108.3,4.21,3.65,108.3,107.5,4.5,0.289,0.561,TOR,PHI,2016-11-28 0:00,2017,1
0.474,0.375,0.768,35.7,9.3,44.6,25.1,5.6,14.7,112.7,7.2,7.13,112.7,108.2,7.6,0.281,0.564,SAS,ORL,2016-11-29 0:00,2017,0
0.442,0.348,0.815,34.5,12.4,46.7,21.1,4.9,15.2,107.7,-6.73,-6.74,107.7,111.5,-6.6,0.371,0.551,BKN,LAC,2016-11-29 0:00,2017,1
0.47,0.341,0.748,36.1,10.4,45.1,22.8,4.1,15.3,104.9,0.2,-0.07,104.9,105.7,0.2,0.335,0.547,CHA,DET,2016-11-29 0:00,2017,0
0.462,0.37,0.766,33.2,9.3,42.5,21.9,4.3,14.7,109.1,-0.18,-0.45,109.1,109.3,-0.2,0.29,0.565,MIL,CLE,2016-11-29 0:00,2017,1
0.444,0.383,0.798,36.8,9.4,44.3,22.2,5.0,13.0,115.6,3.94,4.0,115.6,104.0,4.3,0.327,0.563,UTA,HOU,2016-11-29 0:00,2017,1
0.466,0.355,0.747,35.4,8.5,41.6,24.3,5.4,13.3,105.6,-2.1,-1.69,105.6,108.8,-2.2,0.308,0.539,NOP,LAL,2016-11-29 0:00,2017,1
0.465,0.35,0.81,32.7,8.6,44.1,22.1,5.2,13.7,105.2,-5.63,-5.14,105.2,107.4,-5.6,0.255,0.538,PHX,ATL,2016-11-30 0:00,2017,1
0.435,0.346,0.784,34.9,11.5,44.1,24.8,4.5,14.0,106.0,0.76,1.14,106.0,113.0,0.8,0.295,0.54,OKC,WAS,2016-11-30 0:00,2017,1
0.47,0.363,0.748,34.3,11.2,45.4,25.1,4.1,16.8,112.3,4.21,3.65,112.3,107.8,4.5,0.289,0.561,TOR,MEM,2016-11-30 0:00,2017,1
0.475,0.34,0.784,34.3,12.7,48.3,22.8,4.2,15.0,107.4,-0.52,-0.23,107.4,107.0,-0.5,0.322,0.559,POR,IND,2016-11-30 0:00,2017,1
0.475,0.34,0.745,33.1,9.9,43.2,25.5,4.4,14.2,103.2,-2.93,-2.53,103.2,108.9,-3.2,0.366,0.541,DAL,SAS,2016-11-30 0:00,2017,0
0.469,0.357,0.797,35.6,10.8,44.1,24.0,6.2,14.4,114.7,0.43,0.03,114.7,109.0,0.4,0.256,0.53,CHI,LAL,2016-11-30 0:00,2017,0
0.44,0.338,0.747,35.1,8.7,43.2,23.9,5.0,14.8,104.1,0.51,0.7,104.1,110.7,0.5,0.329,0.568,DEN,MIA,2016-11-30 0:00,2017,0
0.45,0.354,0.754,32.5,11.6,45.8,22.5,4.0,13.8,107.7,-1.11,-0.64,107.7,107.1,-1.2,0.249,0.555,MIN,NYK,2016-11-30 0:00,2017,0
0.45,0.372,0.776,33.9,10.2,47.0,22.4,4.8,13.7,109.6,2.63,2.25,109.6,105.3,2.8,0.393,0.567,BOS,DET,2016-11-30 0:00,2017,0
0.452,0.365,0.745,36.8,11.1,45.6,23.4,5.1,15.2,107.8,3.94,4.0,107.8,106.7,4.3,0.327,0.563,UTA,MIA,2016-12-01 0:00,2017,0
0.449,0.372,0.719,34.9,10.5,43.6,21.1,4.0,16.0,111.2,11.63,11.35,111.2,109.3,11.6,0.359,0.597,GSW,HOU,2016-12-01 0:00,2017,0
0.467,0.33,0.799,36.1,11.6,47.8,19.4,4.7,15.2,106.0,0.2,-0.07,106.0,107.1,0.2,0.335,0.547,CHA,DAL,2016-12-01 0:00,2017,1
0.475,0.349,0.745,35.4,12.0,44.5,24.3,4.4,14.7,110.8,3.18,2.87,110.8,112.0,3.3,0.399,0.58,CLE,LAC,2016-12-01 0:00,2017,0
0.462,0.357,0.766,34.3,10.8,44.1,22.8,4.3,12.4,114.7,0.49,0.96,114.7,109.0,0.6,0.316,0.535,MEM,ORL,2016-12-01 0:00,2017,1
0.44,0.328,0.801,34.5,10.1,44.3,19.4,4.0,14.7,103.7,-6.73,-6.74,103.7,110.5,-6.6,0.371,0.551,BKN,MIL,2016-12-01 0:00,2017,0
0.464,0.37,0.796,34.6,9.3,42.5,23.6,5.1,14.1,109.1,-0.85,-1.23,109.1,109.3,-0.8,0.309,0.541,ATL,DET,2016-12-02 0:00,2017,0
0.465,0.341,0.81,35.1,10.4,45.1,23.0,5.2,14.0,104.9,0.51,0.7,104.9,105.7,0.5,0.329,0.568,DEN,HOU,2016-12-02 0:00,2017,0
0.455,0.351,0.706,33.2,9.1,45.2,21.9,6.0,16.8,108.8,-5.7,-5.83,108.8,108.6,-5.7,0.349,0.539,PHI,ORL,2016-12-02 0:00,2017,0
0.461,0.348,0.775,34.3,12.4,46.7,21.3,4.1,14.2,107.7,4.21,3.65,107.7,111.5,4.5,0.289,0.561,TOR,LAL,2016-12-02 0:00,2017,1
0.47,0.355,0.748,35.6,8.5,41.6,23.5,4.1,12.8,105.6,0.43,0.03,105.6,108.8,0.4,0.256,0.53,CHI,CLE,2016-12-02 0:00,2017,1
0.444,0.375,0.798,35.7,9.3,44.6,24.8,5.0,13.7,112.7,7.2,7.13,112.7,108.2,7.6,0.281,0.564,SAS,WAS,2016-12-02 0:00,2017,1
0.45,0.338,0.75,35.4,8.7,43.2,26.0,5.6,13.8,104.1,-2.1,-1.69,104.1,110.7,-2.2,0.308,0.539,NOP,LAC,2016-12-02 0:00,2017,0
0.451,0.332,0.728,33.9,11.8,44.5,21.2,4.9,14.4,106.6,2.63,2.25,106.6,112.2,2.8,0.393,0.567,BOS,SAC,2016-12-02 0:00,2017,1
0.45,0.372,0.776,34.3,10.5,43.6,22.4,4.8,15.2,111.2,-3.67,-3.87,111.2,109.3,-3.8,0.279,0.534,NYK,MIN,2016-12-02 0:00,2017,1
0.459,0.354,0.78,36.8,11.6,45.8,25.5,5.1,14.2,107.7,3.94,4.0,107.7,107.1,4.3,0.327,0.563,UTA,DEN,2016-12-03 0:00,2017,1
0.462,0.363,0.766,36.1,11.2,45.4,23.9,4.3,14.7,112.3,0.2,-0.07,112.3,107.8,0.2,0.335,0.547,CHA,MIN,2016-12-03 0:00,2017,0
0.44,0.34,0.747,34.9,12.7,48.3,23.3,5.0,14.2,107.4,11.63,11.35,107.4,107.0,11.6,0.359,0.597,GSW,PHX,2016-12-03 0:00,2017,1
0.466,0.35,0.747,34.3,8.6,44.1,25.1,5.4,15.2,105.2,0.49,0.96,105.2,107.4,0.6,0.316,0.535,MEM,LAL,2016-12-03 0:00,2017,1
0.469,0.372,0.797,33.1,10.2,47.0,23.6,6.2,13.3,109.6,-2.93,-2.53,109.6,105.3,-3.2,0.366,0.541,DAL,CHI,2016-12-03 0:00,2017,1
0.455,0.327,0.706,33.2,12.4,47.4,21.9,6.0,13.4,108.3,-5.7,-5.83,108.3,107.5,-5.7,0.349,0.539,PHI,BOS,2016-12-03 0:00,2017,0
0.44,0.376,0.801,34.3,9.1,42.8,23.2,4.0,16.8,107.3,4.21,3.65,107.3,111.3,4.5,0.289,0.561,TOR,ATL,2016-12-03 0:00,2017,1
0.442,0.349,0.771,33.2,12.0,44.5,22.8,5.2,14.3,110.8,-0.18,-0.45,110.8,112.0,-0.2,0.29,0.565,MIL,BKN,2016-12-03 0:00,2017,1
0.444,0.359,0.788,34.3,9.3,43.2,23.3,4.6,14.7,111.2,-0.52,-0.23,111.2,108.4,-0.5,0.322,0.559,POR,MIA,2016-12-03 0:00,2017,1
0.475,0.346,0.784,36.2,11.5,44.1,24.3,4.2,14.0,106.0,-1.12,-1.29,106.0,113.0,-1.1,0.263,0.521,DET,ORL,2016-12-04 0:00,2017,0
0.435,0.355,0.784,34.9,8.5,41.6,23.4,4.5,15.0,105.6,0.76,1.14,105.6,108.8,0.8,0.295,0.54,OKC,NOP,2016-12-04 0:00,2017,1
0.495,0.37,0.788,35.3,9.3,42.5,25.1,6.7,11.9,109.1,4.29,4.42,109.1,109.3,4.5,0.329,0.574,LAC,IND,2016-12-04 0:00,2017,0
0.469,0.351,0.774,34.3,9.1,45.2,22.8,4.0,13.8,108.8,-3.67,-3.87,108.8,108.6,-3.8,0.279,0.534,NYK,SAC,2016-12-04 0:00,2017,1
0.45,0.384,0.776,34.6,9.6,45.0,21.2,4.8,14.7,113.6,-0.85,-1.23,113.6,110.3,-0.8,0.309,0.541,ATL,OKC,2016-12-05 0:00,2017,0
0.474,0.357,0.768,33.2,10.8,44.1,19.4,5.6,15.3,114.7,-0.18,-0.45,114.7,109.0,-0.2,0.29,0.565,MIL,SAS,2016-12-05 0:00,2017,0
0.45,0.34,0.75,34.9,12.7,48.3,21.3,5.6,15.3,107.4,11.63,11.35,107.4,107.0,11.6,0.359,0.597,GSW,IND,2016-12-05 0:00,2017,1
0.464,0.372,0.796,33.1,10.2,47.0,22.1,5.1,14.0,109.6,-2.93,-2.53,109.6,105.3,-3.2,0.366,0.541,DAL,CHA,2016-12-05 0:00,2017,0
0.454,0.376,0.807,35.4,9.4,43.4,24.8,4.3,14.8,108.6,-2.1,-1.69,108.6,108.8,-2.2,0.308,0.539,NOP,MEM,2016-12-05 0:00,2017,0
0.455,0.354,0.706,32.6,11.6,45.8,23.4,6.0,14.2,107.7,-6.88,-6.29,107.7,107.1,-7.0,0.295,0.537,LAL,UTA,2016-12-05 0:00,2017,0
0.442,0.384,0.771,34.3,9.6,45.0,25.1,5.2,12.4,113.6,4.21,3.65,113.6,110.3,4.5,0.289,0.561,TOR,CLE,2016-12-05 0:00,2017,0
0.462,0.372,0.766,35.6,10.5,43.6,22.4,4.3,13.0,111.2,0.43,0.03,111.2,109.3,0.4,0.256,0.53,CHI,POR,2016-12-05 0:00,2017,0
0.444,0.375,0.798,33.2,9.3,44.6,19.4,5.0,16.0,112.7,-5.7,-5.83,112.7,108.2,-5.7,0.349,0.539,PHI,DEN,2016-12-05 0:00,2017,0
0.475,0.391,0.784,33.3,10.6,46.3,23.2,4.2,14.1,111.1,5.77,5.84,111.1,103.5,5.7,0.462,0.583,HOU,BOS,2016-12-05 0:00,2017,1
0.466,0.328,0.747,34.5,10.1,44.3,22.2,5.4,13.4,103.7,-6.73,-6.74,103.7,110.5,-6.6,0.371,0.551,BKN,WAS,2016-12-05 0:00,2017,0
0.435,0.346,0.784,34.3,11.5,44.1,23.5,4.5,16.3,106.0,0.49,0.96,106.0,113.0,0.6,0.316,0.535,MEM,PHI,2016-12-06 0:00,2017,1
0.44,0.332,0.747,36.8,11.8,44.5,23.3,5.0,14.2,106.6,3.94,4.0,106.6,112.2,4.3,0.327,0.563,UTA,PHX,2016-12-06 0:00,2017,1
0.452,0.327,0.745,34.5,12.4,47.4,23.6,5.1,14.3,108.3,1.06,0.77,108.3,107.5,1.1,0.314,0.541,MIA,NYK,2016-12-06 0:00,2017,0
0.451,0.33,0.728,33.2,11.6,47.8,23.0,4.9,14.0,106.0,1.8,1.36,106.0,107.1,1.9,0.284,0.564,WAS,ORL,2016-12-06 0:00,2017,0
0.469,0.349,0.774,36.2,12.0,44.5,24.0,4.0,14.8,110.8,-1.12,-1.29,110.8,112.0,-1.1,0.263,0.521,DET,CHI,2016-12-06 0:00,2017,1
0.495,0.375,0.788,32.5,9.3,44.6,19.4,6.7,13.0,112.7,-1.11,-0.64,112.7,108.2,-1.2,0.249,0.555,MIN,SAS,2016-12-06 0:00,2017,0
0.449,0.357,0.719,33.3,10.8,44.1,21.6,4.0,11.9,114.7,5.77,5.84,114.7,109.0,5.7,0.462,0.583,HOU,LAL,2016-12-07 0:00,2017,1
0.467,0.355,0.799,34.2,8.5,41.6,25.1,4.7,14.1,105.6,-6.57,-6.61,105.6,108.8,-6.8,0.3,0.524,ORL,BOS,2016-12-07 0:00,2017,0
0.47,0.363,0.748,33.2,11.2,45.4,22.8,4.1,14.0,112.3,-0.18,-0.45,112.3,107.8,-0.2,0.29,0.565,MIL,POR,2016-12-07 0:00,2017,1
0.455,0.376,0.706,34.6,9.4,43.4,21.9,6.0,12.4,108.6,-0.85,-1.23,108.6,108.8,-0.8,0.309,0.541,ATL,MIA,2016-12-07 0:00,2017,1
0.442,0.365,0.771,36.1,11.1,45.6,25.1,5.2,13.8,107.8,0.2,-0.07,107.8,106.7,0.2,0.335,0.547,CHA,DET,2016-12-07 0:00,2017,1
0.469,0.376,0.797,34.3,9.1,42.8,22.2,6.2,15.3,107.3,-3.67,-3.87,107.3,111.3,-3.8,0.279,0.534,NYK,CLE,2016-12-07 0:00,2017,0
0.44,0.384,0.801,33.1,9.6,45.0,22.4,4.0,13.7,113.6,-2.93,-2.53,113.6,110.3,-3.2,0.366,0.541,DAL,SAC,2016-12-07 0:00,2017,0
0.44,0.34,0.747,35.3,12.7,48.3,23.9,5.0,15.2,107.4,4.29,4.42,107.4,107.0,4.5,0.329,0.574,LAC,GSW,2016-12-07 0:00,2017,0
0.435,0.35,0.784,34.5,8.6,44.1,21.1,4.5,14.7,105.2,-6.73,-6.74,105.2,107.4,-6.6,0.371,0.551,BKN,DEN,2016-12-07 0:00,2017,1
0.475,0.341,0.784,32.7,10.4,45.1,24.3,4.2,13.4,104.9,-5.63,-5.14,104.9,105.7,-5.6,0.255,0.538,PHX,IND,2016-12-07 0:00,2017,0
0.452,0.332,0.745,33.2,11.8,44.5,22.8,5.1,13.7,106.6,1.8,1.36,106.6,112.2,1.9,0.284,0.564,WAS,DEN,2016-12-08 0:00,2017,1
0.444,0.375,0.798,34.3,10.3,44.6,25.7,5.0,14.7,110.3,0.49,0.96,110.3,110.8,0.6,0.316,0.535,MEM,POR,2016-12-08 0:00,2017,1
0.467,0.357,0.799,34.3,10.8,44.1,19.4,4.7,14.3,114.7,4.21,3.65,114.7,109.0,4.5,0.289,0.561,TOR,MIN,2016-12-08 0:00,2017,1
0.465,0.328,0.81,35.6,10.1,44.3,25.5,5.2,14.2,103.7,0.43,0.03,103.7,110.5,0.4,0.256,0.53,CHI,SAS,2016-12-08 0:00,2017,1
0.469,0.372,0.774,35.4,10.2,47.0,23.0,4.0,15.4,109.6,-2.1,-1.69,109.6,105.3,-2.2,0.308,0.539,NOP,PHI,2016-12-08 0:00,2017,0
0.464,0.391,0.796,36.8,10.6,46.3,19.4,5.1,14.1,111.1,3.94,4.0,111.1,103.5,4.3,0.327,0.563,UTA,GSW,2016-12-08 0:00,2017,0
0.475,0.365,0.745,34.9,11.1,45.6,26.0,4.4,15.2,107.8,0.76,1.14,107.8,106.7,0.8,0.295,0.54,OKC,HOU,2016-12-09 0:00,2017,0
0.442,0.355,0.771,33.7,8.5,41.6,22.2,5.2,14.2,105.6,-3.88,-3.29,105.6,108.8,-4.0,0.291,0.556,SAC,NYK,2016-12-09 0:00,2017,0
0.447,0.34,0.788,32.5,9.9,43.2,23.9,5.7,13.7,103.2,-1.11,-0.64,103.2,108.9,-1.2,0.249,0.555,MIN,DET,2016-12-09 0:00,2017,0
0.495,0.338,0.788,33.9,8.7,43.2,25.1,6.7,16.3,104.1,2.63,2.25,104.1,110.7,2.8,0.393,0.567,BOS,TOR,2016-12-09 0:00,2017,0
0.455,0.372,0.706,32.6,10.5,43.6,23.6,6.0,12.4,111.2,-6.88,-6.29,111.2,109.3,-7.0,0.295,0.537,LAL,PHX,2016-12-09 0:00,2017,0
0.462,0.354,0.766,33.1,11.6,45.8,24.3,4.3,14.7,107.7,-2.93,-2.53,107.7,107.1,-3.2,0.366,0.541,DAL,IND,2016-12-09 0:00,2017,1
0.442,0.383,0.815,33.2,9.4,44.3,21.9,4.9,15.3,115.6,-0.18,-0.45,115.6,104.0,-0.2,0.29,0.565,MIL,ATL,2016-12-09 0:00,2017,0
0.435,0.368,0.784,36.1,11.9,47.0,22.8,4.5,15.0,113.2,0.2,-0.07,113.2,112.7,0.2,0.335,0.547,CHA,ORL,2016-12-09 0:00,2017,1
0.474,0.332,0.768,35.4,11.8,44.5,22.8,5.6,13.4,106.6,3.18,2.87,106.6,112.2,3.3,0.399,0.58,CLE,MIA,2016-12-09 0:00,2017,1
0.461,0.37,0.775,33.3,9.3,42.5,21.3,4.1,14.4,109.1,5.77,5.84,109.1,109.3,5.7,0.462,0.583,HOU,DAL,2016-12-10 0:00,2017,1
0.45,0.35,0.776,35.6,8.6,44.1,24.0,4.8,13.0,105.2,0.43,0.03,105.2,107.4,0.4,0.256,0.53,CHI,MIA,2016-12-10 0:00,2017,1
0.459,0.363,0.78,36.8,11.2,45.4,25.7,5.1,14.0,112.3,3.94,4.0,112.3,107.8,4.3,0.327,0.563,UTA,SAC,2016-12-10 0:00,2017,1
0.466,0.359,0.747,34.1,9.3,43.2,22.1,5.4,13.7,111.2,-0.22,-0.64,111.2,108.4,-0.2,0.272,0.558,IND,POR,2016-12-10 0:00,2017,1
0.444,0.365,0.798,34.3,11.1,45.6,24.8,5.0,12.8,107.8,0.49,0.96,107.8,106.7,0.6,0.316,0.535,MEM,GSW,2016-12-10 0:00,2017,1
0.449,0.34,0.719,35.4,9.9,43.2,23.3,4.0,15.4,103.2,3.18,2.87,103.2,108.9,3.3,0.399,0.58,CLE,CHA,2016-12-10 0:00,2017,1
0.45,0.357,0.75,33.2,10.8,44.1,22.2,5.6,14.0,114.7,1.8,1.36,114.7,109.0,1.9,0.284,0.564,WAS,MIL,2016-12-10 0:00,2017,1
0.451,0.34,0.728,35.3,12.7,48.3,23.9,4.9,14.7,107.4,4.29,4.42,107.4,107.0,4.5,0.329,0.574,LAC,NOP,2016-12-10 0:00,2017,1
0.47,0.372,0.748,35.7,10.5,43.6,25.1,4.1,14.4,111.2,7.2,7.13,111.2,109.3,7.6,0.281,0.564,SAS,BKN,2016-12-10 0:00,2017,1
0.475,0.372,0.745,34.2,10.2,47.0,22.4,4.4,14.0,109.6,-6.57,-6.61,109.6,105.3,-6.8,0.3,0.524,ORL,DEN,2016-12-10 0:00,2017,0
0.444,0.354,0.788,32.6,11.6,45.8,22.8,4.6,12.4,107.7,-6.88,-6.29,107.7,107.1,-7.0,0.295,0.537,LAL,NYK,2016-12-11 0:00,2017,0
0.465,0.328,0.81,32.7,10.1,44.3,22.8,5.2,14.2,103.7,-5.63,-5.14,103.7,110.5,-5.6,0.255,0.538,PHX,NOP,2016-12-11 0:00,2017,0
0.447,0.327,0.788,34.9,12.4,47.4,24.3,5.7,14.2,108.3,0.76,1.14,108.3,107.5,0.8,0.295,0.54,OKC,BOS,2016-12-11 0:00,2017,1
0.455,0.341,0.706,36.2,10.4,45.1,21.3,6.0,13.0,104.9,-1.12,-1.29,104.9,105.7,-1.1,0.263,0.521,DET,PHI,2016-12-11 0:00,2017,0
0.466,0.368,0.747,32.5,11.9,47.0,23.6,5.4,15.2,113.2,-1.11,-0.64,113.2,112.7,-1.2,0.249,0.555,MIN,GSW,2016-12-11 0:00,2017,0
0.45,0.383,0.75,35.3,9.4,44.3,24.8,5.6,13.7,115.6,4.29,4.42,115.6,104.0,4.5,0.329,0.574,LAC,POR,2016-12-12 0:00,2017,1
0.442,0.33,0.815,33.3,11.6,47.8,23.2,4.9,16.0,106.0,5.77,5.84,106.0,107.1,5.7,0.462,0.583,HOU,BKN,2016-12-12 0:00,2017,1
0.47,0.349,0.748,33.1,12.0,44.5,25.7,4.1,15.3,110.8,-2.93,-2.53,110.8,112.0,-3.2,0.366,0.541,DAL,DEN,2016-12-12 0:00,2017,1
0.459,0.384,0.78,34.3,9.6,45.0,19.4,5.1,14.1,113.6,4.21,3.65,113.6,110.3,4.5,0.289,0.561,TOR,MIL,2016-12-12 0:00,2017,1
0.449,0.365,0.719,34.1,11.1,45.6,23.4,4.0,13.8,107.8,-0.22,-0.64,107.8,106.7,-0.2,0.272,0.558,IND,CHA,2016-12-12 0:00,2017,1
